1 	1 	2020 	5 	4 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949705533.300630 	5476111505036964.000000 	0.032253 	0.863892 	0.093411 	5.838838 	1.592198 	-96550482640.544083 	204686751544.384090 	6657893072.948171 	-22834.096025 	-8279.881210 	386.681846 
1 	1 	2020 	25 	4 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949720663.062010 	5476111664498971.000000 	0.032253 	0.863889 	0.093411 	5.838845 	1.773674 	-134175538030.882570 	187031530076.193360 	7210967173.747243 	-20609.005460 	-12064.269235 	252.789062 
1 	1 	2020 	15 	5 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949735792.823390 	5476111823960959.000000 	0.032253 	0.863886 	0.093411 	5.838852 	1.949224 	-167466312235.499450 	163315608130.394840 	7530697502.922710 	-17840.350734 	-15284.602912 	117.381391 
1 	1 	2020 	4 	6 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949750922.584750 	5476111983422929.000000 	0.032253 	0.863883 	0.093411 	5.838859 	2.119413 	-195597716045.417420 	134554633736.277180 	7618126731.283306 	-14658.772435 	-17898.257203 	-15.442779 
1 	1 	2020 	24 	6 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949766052.346130 	5476112142884881.000000 	0.032253 	0.863880 	0.093411 	5.838866 	2.284892 	-217961172641.903290 	101815747507.935270 	7480688608.739648 	-11183.717381 	-19886.962259 	-142.370099 
1 	1 	2020 	14 	7 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949781182.107510 	5476112302346816.000000 	0.032253 	0.863878 	0.093411 	5.838873 	2.446360 	-234143513892.828490 	66181904880.828156 	7130942484.668714 	-7521.821792 	-21249.599253 	-260.760949 
1 	1 	2020 	3 	8 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949796311.868900 	5476112461808732.000000 	0.032253 	0.863875 	0.093411 	5.838880 	2.604541 	-243904967377.707430 	28727440587.467880 	6585521116.059647 	-3767.312842 	-21996.432903 	-368.518726 
1 	1 	2020 	23 	8 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949811441.630280 	5476112621270631.000000 	0.032252 	0.863872 	0.093411 	5.838887 	2.760168 	-247158950072.492650 	-9497713422.815933 	5864304144.409560 	-3.578352 	-22144.853193 	-463.962094 
1 	1 	2020 	12 	9 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949826571.391660 	5476112780732512.000000 	0.032252 	0.863869 	0.093411 	5.838894 	2.913975 	-243955138501.574860 	-47477665659.229347 	4989800720.811279 	3694.690239 	-21716.491058 	-545.711970 
1 	1 	2020 	2 	10 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949841701.153050 	5476112940194375.000000 	0.032252 	0.863866 	0.093411 	5.838901 	3.066694 	-234466450607.546840 	-84236260267.797882 	3986710719.693846 	7259.162351 	-20735.505328 	-612.598321 
1 	1 	2020 	22 	10 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949856830.914430 	5476113099656220.000000 	0.032252 	0.863864 	0.093411 	5.838908 	3.219054 	-218980056958.864140 	-118840682432.180880 	2881628599.704564 	10625.569187 	-19227.848248 	-663.588375 
1 	1 	2020 	11 	11 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949871960.675780 	5476113259118047.000000 	0.032252 	0.863861 	0.093411 	5.838915 	3.371785 	-197892230091.883210 	-150404529784.764190 	1702852616.180710 	13731.578829 	-17221.361912 	-697.736508 
1 	1 	2020 	1 	12 	2021 	149598429298.449160 	4455113241401071.500000 	0.000045 	0.000000 	0.016702 	1.797730 	6.235117 	-26171491190.030579 	144755712959.201110 	6580543.841104 	-29798.335660 	-5411.763214 	-0.246017 	227949887090.437160 	5476113418579856.000000 	0.032252 	0.863858 	0.093411 	5.838922 	3.525616 	-171706644491.380220 	-178091697612.313960 	480261633.037015 	16514.942590 	-14746.612688 	-714.156257 
21 	1 	2020 	21 	1 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949372678.550290 	5476107996868304.000000 	0.032255 	0.863953 	0.093410 	5.838683 	3.579820 	-161480239183.669130 	-186691024803.613340 	49952111.176730 	17398.687346 	-13779.276641 	-715.626234 
21 	1 	2020 	10 	2 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949387808.311680 	5476108156330704.000000 	0.032255 	0.863950 	0.093410 	5.838690 	3.736298 	-129408449715.321290 	-207925115708.501770 	-1181918616.765773 	19645.634695 	-10729.121380 	-706.839126 
21 	1 	2020 	1 	3 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949402938.073060 	5476108315793086.000000 	0.032255 	0.863947 	0.093410 	5.838697 	3.895599 	-93855172776.811630 	-223556545352.101560 	-2381799697.005436 	21416.571570 	-7303.222945 	-678.498733 
21 	1 	2020 	21 	3 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949418067.834410 	5476108475255449.000000 	0.032255 	0.863945 	0.093410 	5.838704 	4.058455 	-55702747950.832214 	-232981502081.318150 	-3515388531.051198 	22641.988666 	-3556.299389 	-630.046382 
21 	1 	2020 	10 	4 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949433197.595790 	5476108634717795.000000 	0.032254 	0.863942 	0.093410 	5.838711 	4.225582 	-15955074644.878906 	-235702479073.083470 	-4547628006.639837 	23251.020833 	442.674223 	-561.188924 
21 	1 	2020 	30 	4 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949448327.357180 	5476108794180123.000000 	0.032254 	0.863939 	0.093410 	5.838718 	4.397664 	24262161189.813652 	-231356439948.230710 	-5443291220.297725 	23174.200914 	4606.345712 	-472.052634 
21 	1 	2020 	20 	5 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949463457.118560 	5476108953642434.000000 	0.032254 	0.863936 	0.093410 	5.838725 	4.575326 	63707754243.382095 	-219750136965.619750 	-6167875410.667093 	22348.309785 	8824.931402 	-363.387170 
21 	1 	2020 	9 	6 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949478586.879940 	5476109113104726.000000 	0.032254 	0.863933 	0.093410 	5.838732 	4.759092 	101041797504.741120 	-200901810720.446810 	-6688888467.089255 	20723.804342 	12963.061678 	-236.813913 
21 	1 	2020 	29 	6 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949493716.641330 	5476109272567001.000000 	0.032254 	0.863931 	0.093410 	5.838739 	4.949335 	134857753726.431210 	-175086653047.422060 	-6977588533.924684 	18275.039954 	16858.841266 	-95.096454 
21 	1 	2020 	19 	7 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949508846.402710 	5476109432029257.000000 	0.032254 	0.863928 	0.093410 	5.838746 	5.146212 	163734368906.430850 	-142880725456.229370 	-7011178046.346430 	15012.863814 	20326.901223 	57.614394 
21 	1 	2020 	8 	8 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949523976.164090 	5476109591491496.000000 	0.032254 	0.863925 	0.093410 	5.838753 	5.349595 	186310392918.855100 	-105194740452.366640 	-6775344870.930674 	10998.046213 	23167.385916 	215.639415 
21 	1 	2020 	28 	8 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949539105.925450 	5476109750953716.000000 	0.032254 	0.863922 	0.093410 	5.838760 	5.559013 	201381185729.330990 	-63286099385.503609 	-6266884711.294035 	6352.553930 	25182.259132 	371.836125 
21 	1 	2020 	17 	9 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949554235.686830 	5476109910415919.000000 	0.032254 	0.863920 	0.093410 	5.838767 	5.773606 	208009905929.015500 	-18736473357.616867 	-5495959169.458234 	1264.372148 	26198.617015 	517.969022 
21 	1 	2020 	7 	10 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949569365.448210 	5476110069878104.000000 	0.032254 	0.863917 	0.093410 	5.838775 	5.992131 	205638165791.224270 	26614932693.035057 	-4487411982.698061 	-4018.593136 	26095.872342 	645.428879 
21 	1 	2020 	27 	10 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949584495.209590 	5476110229340271.000000 	0.032254 	0.863914 	0.093411 	5.838782 	6.213020 	194174642112.186770 	70784158243.961685 	-3280579530.920307 	-9208.060342 	24830.622729 	746.233407 
21 	1 	2020 	16 	11 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949599624.970980 	5476110388802421.000000 	0.032254 	0.863911 	0.093411 	5.838789 	0.151307 	174039111812.590670 	111790677074.310700 	-1927265622.051058 	-14006.717729 	22451.515386 	814.107801 
21 	1 	2020 	6 	12 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949614754.732360 	5476110548264552.000000 	0.032254 	0.863908 	0.093411 	5.838796 	0.371528 	146146534828.237820 	147818051975.658510 	-487984171.952344 	-18144.830176 	19098.153655 	845.359937 
21 	1 	2020 	26 	12 	2020 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949629884.493740 	5476110707726665.000000 	0.032253 	0.863906 	0.093411 	5.838803 	0.588779 	111830084798.412410 	177357760479.520840 	972943296.367568 	-21412.681089 	14983.065072 	839.298421 
21 	1 	2020 	15 	1 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949645014.255100 	5476110867188761.000000 	0.032253 	0.863903 	0.093411 	5.838810 	0.801599 	72717952958.588989 	199310418402.418300 	2392531486.607170 	-23680.566943 	10361.665013 	798.093680 
21 	1 	2020 	4 	2 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949660144.016480 	5476111026650838.000000 	0.032253 	0.863900 	0.093411 	5.838817 	1.008884 	30589348049.350647 	213030823420.587950 	3713608224.596543 	-24902.772905 	5498.800756 	726.174384 
21 	1 	2020 	24 	2 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949675273.777860 	5476111186112898.000000 	0.032253 	0.863897 	0.093411 	5.838824 	1.209917 	-12763631697.799606 	218318382539.163390 	4888002713.554261 	-25107.523191 	640.157288 	629.381658 
21 	1 	2020 	16 	3 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949690403.539250 	5476111345574940.000000 	0.032253 	0.863894 	0.093411 	5.838831 	1.404361 	-55648549845.959862 	215366170981.764160 	5878239334.523892 	-24378.498197 	-4006.564113 	514.121190 
21 	1 	2020 	5 	4 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949705533.300630 	5476111505036964.000000 	0.032253 	0.863892 	0.093411 	5.838838 	1.592198 	-96550482640.544083 	204686751544.384090 	6657893072.948171 	-22834.096025 	-8279.881210 	386.681846 
21 	1 	2020 	25 	4 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949720663.062010 	5476111664498971.000000 	0.032253 	0.863889 	0.093411 	5.838845 	1.773674 	-134175538030.882570 	187031530076.193360 	7210967173.747243 	-20609.005460 	-12064.269235 	252.789062 
21 	1 	2020 	15 	5 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949735792.823390 	5476111823960959.000000 	0.032253 	0.863886 	0.093411 	5.838852 	1.949224 	-167466312235.499450 	163315608130.394840 	7530697502.922710 	-17840.350734 	-15284.602912 	117.381391 
21 	1 	2020 	4 	6 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949750922.584750 	5476111983422929.000000 	0.032253 	0.863883 	0.093411 	5.838859 	2.119413 	-195597716045.417420 	134554633736.277180 	7618126731.283306 	-14658.772435 	-17898.257203 	-15.442779 
21 	1 	2020 	24 	6 	2021 	149598429758.813320 	4455113250046041.000000 	0.000046 	0.000000 	0.016702 	1.797733 	0.307549 	-74990262371.740051 	126681496571.105650 	5774570.636813 	-26118.952696 	-15286.321088 	-0.696802 	227949766052.346130 	5476112142884881.000000 	0.032253 	0.863880 	0.093411 	5.838866 	2.284892 	-217961172641.903290 	101815747507.935270 	7480688608.739648 	-11183.717381 	-19886.962259 	-142.370099 
